CODE,scenario,lower,median,upper,indicator
N09000002,2.5°C,1.2,1.6,3.7,Winter Minimum Temperature Change
N09000003,2.5°C,0.9,1.8,3.5,Winter Minimum Temperature Change
N09000004,2.5°C,1.2,2.1,3.8,Winter Minimum Temperature Change
N09000005,2.5°C,1.3,2.5,4.6,Winter Minimum Temperature Change
N09000006,2.5°C,1.1,2.3,4.7,Winter Minimum Temperature Change
N09000007,2.5°C,1.1,1.9,3.7,Winter Minimum Temperature Change
N09000008,2.5°C,0.9,2.1,3.9,Winter Minimum Temperature Change
N09000009,2.5°C,1.4,2.0,4.2,Winter Minimum Temperature Change
N09000010,2.5°C,1.1,1.6,3.4,Winter Minimum Temperature Change
N09000011,2.5°C,0.6,1.4,2.6,Winter Minimum Temperature Change
S12000005,2.5°C,1.6,3.3,5.2,Winter Minimum Temperature Change
S12000006,2.5°C,1.3,2.8,4.5,Winter Minimum Temperature Change
S12000008,2.5°C,1.4,2.9,5.0,Winter Minimum Temperature Change
S12000010,2.5°C,1.2,2.7,4.1,Winter Minimum Temperature Change
S12000011,2.5°C,1.5,3.0,5.2,Winter Minimum Temperature Change
S12000013,2.5°C,0.9,2.8,4.6,Winter Minimum Temperature Change
S12000014,2.5°C,0.9,2.7,4.6,Winter Minimum Temperature Change
S12000017,2.5°C,2.0,3.8,5.4,Winter Minimum Temperature Change
S12000018,2.5°C,1.3,2.6,4.7,Winter Minimum Temperature Change
S12000019,2.5°C,1.7,3.9,4.7,Winter Minimum Temperature Change
S12000020,2.5°C,2.3,3.7,5.1,Winter Minimum Temperature Change
S12000021,2.5°C,1.0,2.3,4.1,Winter Minimum Temperature Change
S12000023,2.5°C,1.4,2.9,4.3,Winter Minimum Temperature Change
S12000026,2.5°C,1.9,4.1,5.3,Winter Minimum Temperature Change
S12000027,2.5°C,1.2,3.1,4.0,Winter Minimum Temperature Change
S12000028,2.5°C,0.9,2.3,4.0,Winter Minimum Temperature Change
S12000029,2.5°C,1.9,3.7,4.9,Winter Minimum Temperature Change
S12000030,2.5°C,2.1,3.6,5.4,Winter Minimum Temperature Change
S12000033,2.5°C,2.2,3.7,5.2,Winter Minimum Temperature Change
S12000034,2.5°C,2.3,3.9,5.3,Winter Minimum Temperature Change
S12000035,2.5°C,1.4,2.9,4.4,Winter Minimum Temperature Change
S12000036,2.5°C,1.1,2.8,4.7,Winter Minimum Temperature Change
S12000038,2.5°C,0.9,2.7,4.6,Winter Minimum Temperature Change
S12000039,2.5°C,0.8,2.7,5.1,Winter Minimum Temperature Change
S12000040,2.5°C,1.7,3.7,5.1,Winter Minimum Temperature Change
S12000041,2.5°C,2.1,3.6,5.2,Winter Minimum Temperature Change
S12000042,2.5°C,1.5,2.9,4.7,Winter Minimum Temperature Change
S12000045,2.5°C,1.1,3.4,5.4,Winter Minimum Temperature Change
S12000047,2.5°C,1.2,2.7,4.8,Winter Minimum Temperature Change
S12000048,2.5°C,2.4,3.8,5.5,Winter Minimum Temperature Change
S12000049,2.5°C,0.9,2.5,4.4,Winter Minimum Temperature Change
S12000050,2.5°C,1.7,3.6,5.4,Winter Minimum Temperature Change
W06000001,2.5°C,1.1,1.7,2.8,Winter Minimum Temperature Change
W06000002,2.5°C,1.9,2.7,4.1,Winter Minimum Temperature Change
W06000003,2.5°C,2.0,3.0,4.3,Winter Minimum Temperature Change
W06000004,2.5°C,2.0,3.0,4.3,Winter Minimum Temperature Change
W06000005,2.5°C,1.8,2.6,3.8,Winter Minimum Temperature Change
W06000006,2.5°C,1.9,2.8,3.9,Winter Minimum Temperature Change
W06000008,2.5°C,1.7,2.4,3.9,Winter Minimum Temperature Change
W06000009,2.5°C,1.3,2.0,3.4,Winter Minimum Temperature Change
W06000010,2.5°C,1.6,2.2,3.8,Winter Minimum Temperature Change
W06000011,2.5°C,1.3,1.9,3.1,Winter Minimum Temperature Change
W06000012,2.5°C,1.5,2.5,3.9,Winter Minimum Temperature Change
W06000013,2.5°C,1.6,2.2,3.5,Winter Minimum Temperature Change
W06000014,2.5°C,1.1,1.8,3.0,Winter Minimum Temperature Change
W06000015,2.5°C,1.0,2.0,3.1,Winter Minimum Temperature Change
W06000016,2.5°C,1.7,2.6,3.9,Winter Minimum Temperature Change
W06000018,2.5°C,1.7,2.6,4.0,Winter Minimum Temperature Change
W06000019,2.5°C,2.0,3.0,4.5,Winter Minimum Temperature Change
W06000020,2.5°C,1.5,2.5,3.9,Winter Minimum Temperature Change
W06000021,2.5°C,1.3,2.3,3.3,Winter Minimum Temperature Change
W06000022,2.5°C,1.0,2.1,2.9,Winter Minimum Temperature Change
W06000023,2.5°C,2.1,2.8,4.6,Winter Minimum Temperature Change
W06000024,2.5°C,2.0,2.9,4.5,Winter Minimum Temperature Change
E12000007,2.5°C,1.5,2.2,2.9,Winter Minimum Temperature Change
E47000001,3°C,1.8,2.6,5.0,Winter Minimum Temperature Change
E47000002,3°C,1.7,2.9,4.5,Winter Minimum Temperature Change
E47000003,3°C,2.1,3.3,4.8,Winter Minimum Temperature Change
E47000004,3°C,1.5,2.3,4.1,Winter Minimum Temperature Change
E47000006,3°C,2.0,3.2,5.1,Winter Minimum Temperature Change
E47000007,3°C,1.6,2.7,4.7,Winter Minimum Temperature Change
E47000008,3°C,1.6,2.9,4.5,Winter Minimum Temperature Change
E47000009,3°C,1.5,2.5,3.6,Winter Minimum Temperature Change
E47000010,3°C,2.6,3.9,5.8,Winter Minimum Temperature Change
E47000011,3°C,2.4,3.8,5.9,Winter Minimum Temperature Change
E10000003,3°C,1.7,2.9,4.5,Winter Minimum Temperature Change
E10000007,3°C,2.1,3.4,5.4,Winter Minimum Temperature Change
E10000008,3°C,1.6,2.5,3.8,Winter Minimum Temperature Change
E10000011,3°C,1.8,2.6,3.8,Winter Minimum Temperature Change
E10000012,3°C,1.7,2.8,4.3,Winter Minimum Temperature Change
E10000013,3°C,1.6,2.7,4.0,Winter Minimum Temperature Change
E10000014,3°C,1.3,2.5,3.6,Winter Minimum Temperature Change
E10000015,3°C,1.7,2.9,4.4,Winter Minimum Temperature Change
E10000016,3°C,1.9,2.8,4.3,Winter Minimum Temperature Change
E10000017,3°C,1.8,2.7,4.7,Winter Minimum Temperature Change
E10000018,3°C,1.8,2.8,4.8,Winter Minimum Temperature Change
E10000019,3°C,1.6,2.7,4.6,Winter Minimum Temperature Change
E10000020,3°C,1.8,2.8,4.8,Winter Minimum Temperature Change
E10000024,3°C,1.7,2.5,4.5,Winter Minimum Temperature Change
E10000025,3°C,1.4,2.6,4.0,Winter Minimum Temperature Change
E10000028,3°C,2.0,3.0,5.1,Winter Minimum Temperature Change
E10000029,3°C,1.8,2.9,4.6,Winter Minimum Temperature Change
E10000030,3°C,1.8,2.5,3.9,Winter Minimum Temperature Change
E10000031,3°C,1.5,2.6,4.2,Winter Minimum Temperature Change
E10000032,3°C,1.7,2.4,3.5,Winter Minimum Temperature Change
E10000034,3°C,1.4,2.1,4.3,Winter Minimum Temperature Change
E06000001,3°C,1.9,3.2,4.7,Winter Minimum Temperature Change
E06000002,3°C,1.9,3.0,5.0,Winter Minimum Temperature Change
E06000003,3°C,1.8,3.2,4.8,Winter Minimum Temperature Change
E06000004,3°C,1.8,3.3,5.1,Winter Minimum Temperature Change
E06000005,3°C,2.3,3.0,5.7,Winter Minimum Temperature Change
E06000006,3°C,1.3,2.3,4.3,Winter Minimum Temperature Change
E06000007,3°C,1.3,2.5,4.2,Winter Minimum Temperature Change
E06000008,3°C,2.2,3.1,5.2,Winter Minimum Temperature Change
E06000009,3°C,1.4,2.1,3.8,Winter Minimum Temperature Change
E06000010,3°C,1.8,2.9,4.8,Winter Minimum Temperature Change
E06000011,3°C,1.8,3.0,5.1,Winter Minimum Temperature Change
E06000012,3°C,1.7,2.9,4.7,Winter Minimum Temperature Change
E06000013,3°C,1.6,2.5,4.5,Winter Minimum Temperature Change
E06000014,3°C,1.7,2.6,5.3,Winter Minimum Temperature Change
E06000015,3°C,1.5,2.6,4.4,Winter Minimum Temperature Change
E06000016,3°C,1.7,2.6,4.3,Winter Minimum Temperature Change
E06000017,3°C,1.8,3.0,4.8,Winter Minimum Temperature Change
E06000018,3°C,1.5,2.3,4.3,Winter Minimum Temperature Change
E06000019,3°C,1.4,2.5,4.3,Winter Minimum Temperature Change
E06000020,3°C,1.6,2.6,4.5,Winter Minimum Temperature Change
E06000021,3°C,1.6,2.4,5.4,Winter Minimum Temperature Change
E06000022,3°C,1.4,2.6,3.6,Winter Minimum Temperature Change
E06000023,3°C,1.6,2.1,3.3,Winter Minimum Temperature Change
E06000024,3°C,1.6,2.4,3.3,Winter Minimum Temperature Change
E06000025,3°C,1.5,2.4,3.7,Winter Minimum Temperature Change
E06000026,3°C,1.5,2.3,3.4,Winter Minimum Temperature Change
E06000027,3°C,1.5,2.2,3.6,Winter Minimum Temperature Change
E06000030,3°C,1.2,2.6,3.9,Winter Minimum Temperature Change
E06000031,3°C,1.5,2.7,4.3,Winter Minimum Temperature Change
E06000032,3°C,1.7,3.0,4.5,Winter Minimum Temperature Change
E06000033,3°C,1.9,2.6,3.9,Winter Minimum Temperature Change
E06000034,3°C,1.7,2.6,3.8,Winter Minimum Temperature Change
E06000035,3°C,2.0,2.6,3.9,Winter Minimum Temperature Change
E06000036,3°C,1.5,2.7,3.9,Winter Minimum Temperature Change
E06000037,3°C,1.1,2.8,4.0,Winter Minimum Temperature Change
E06000038,3°C,1.3,2.4,3.7,Winter Minimum Temperature Change
E06000039,3°C,1.5,2.7,3.5,Winter Minimum Temperature Change
E06000040,3°C,1.5,2.7,3.6,Winter Minimum Temperature Change
E06000041,3°C,1.4,2.6,3.7,Winter Minimum Temperature Change
E06000042,3°C,1.4,2.9,4.3,Winter Minimum Temperature Change
E06000043,3°C,1.8,2.5,3.7,Winter Minimum Temperature Change
E06000044,3°C,1.5,2.1,3.1,Winter Minimum Temperature Change
E06000045,3°C,1.4,2.3,3.0,Winter Minimum Temperature Change
E06000046,3°C,1.6,2.3,3.2,Winter Minimum Temperature Change
E06000047,3°C,2.6,4.0,5.9,Winter Minimum Temperature Change
E06000049,3°C,1.7,2.8,4.8,Winter Minimum Temperature Change
E06000050,3°C,1.8,2.6,4.8,Winter Minimum Temperature Change
E06000051,3°C,1.9,3.0,5.1,Winter Minimum Temperature Change
E06000052,3°C,1.3,2.3,3.7,Winter Minimum Temperature Change
E06000053,3°C,0.7,1.9,2.5,Winter Minimum Temperature Change
E06000054,3°C,1.3,2.7,3.9,Winter Minimum Temperature Change
E06000055,3°C,1.6,2.7,4.4,Winter Minimum Temperature Change
E06000056,3°C,1.6,2.8,4.3,Winter Minimum Temperature Change
E06000057,3°C,2.5,3.8,6.0,Winter Minimum Temperature Change
E06000058,3°C,1.4,2.5,3.0,Winter Minimum Temperature Change
E06000059,3°C,1.7,2.7,3.5,Winter Minimum Temperature Change
E06000060,3°C,1.6,2.8,4.4,Winter Minimum Temperature Change
E06000061,3°C,1.7,2.7,4.7,Winter Minimum Temperature Change
E06000062,3°C,1.6,3.0,4.7,Winter Minimum Temperature Change
E06000063,3°C,1.9,3.1,5.0,Winter Minimum Temperature Change
E06000064,3°C,2.3,3.5,5.4,Winter Minimum Temperature Change
E06000065,3°C,2.4,3.6,5.4,Winter Minimum Temperature Change
E06000066,3°C,1.8,2.6,3.4,Winter Minimum Temperature Change
E07000008,3°C,1.7,2.8,4.1,Winter Minimum Temperature Change
E07000009,3°C,1.6,2.8,4.6,Winter Minimum Temperature Change
E07000010,3°C,1.5,2.8,4.5,Winter Minimum Temperature Change
E07000011,3°C,1.6,2.8,4.4,Winter Minimum Temperature Change
E07000012,3°C,1.7,2.9,4.5,Winter Minimum Temperature Change
E07000032,3°C,1.8,3.0,5.1,Winter Minimum Temperature Change
E07000033,3°C,1.7,3.0,5.0,Winter Minimum Temperature Change
E07000034,3°C,1.5,3.1,5.0,Winter Minimum Temperature Change
E07000035,3°C,2.2,3.5,5.7,Winter Minimum Temperature Change
E07000036,3°C,1.5,2.5,4.4,Winter Minimum Temperature Change
E07000037,3°C,2.7,4.2,6.1,Winter Minimum Temperature Change
E07000038,3°C,2.0,3.4,5.4,Winter Minimum Temperature Change
E07000039,3°C,1.5,2.7,4.6,Winter Minimum Temperature Change
E07000040,3°C,1.8,2.6,3.5,Winter Minimum Temperature Change
E07000041,3°C,1.4,2.3,3.0,Winter Minimum Temperature Change
E07000042,3°C,1.6,2.5,3.8,Winter Minimum Temperature Change
E07000043,3°C,1.7,2.4,3.8,Winter Minimum Temperature Change
E07000044,3°C,1.7,2.5,3.8,Winter Minimum Temperature Change
E07000045,3°C,1.7,2.7,3.6,Winter Minimum Temperature Change
E07000046,3°C,1.4,2.5,3.6,Winter Minimum Temperature Change
E07000047,3°C,1.7,2.6,4.1,Winter Minimum Temperature Change
E07000061,3°C,1.8,2.4,3.5,Winter Minimum Temperature Change
E07000062,3°C,1.9,2.7,3.8,Winter Minimum Temperature Change
E07000063,3°C,1.8,2.4,3.5,Winter Minimum Temperature Change
E07000064,3°C,1.7,2.8,3.9,Winter Minimum Temperature Change
E07000065,3°C,1.8,2.6,3.9,Winter Minimum Temperature Change
E07000066,3°C,1.8,2.7,4.1,Winter Minimum Temperature Change
E07000067,3°C,1.5,2.6,4.6,Winter Minimum Temperature Change
E07000068,3°C,1.8,2.9,4.2,Winter Minimum Temperature Change
E07000069,3°C,1.9,2.7,4.1,Winter Minimum Temperature Change
E07000070,3°C,1.8,2.8,4.4,Winter Minimum Temperature Change
E07000071,3°C,1.7,2.6,4.2,Winter Minimum Temperature Change
E07000072,3°C,1.6,2.9,4.2,Winter Minimum Temperature Change
E07000073,3°C,1.7,2.8,4.2,Winter Minimum Temperature Change
E07000074,3°C,1.7,2.7,4.2,Winter Minimum Temperature Change
E07000075,3°C,1.7,2.6,4.0,Winter Minimum Temperature Change
E07000076,3°C,1.8,2.7,4.1,Winter Minimum Temperature Change
E07000077,3°C,1.6,3.0,4.7,Winter Minimum Temperature Change
E07000078,3°C,1.3,2.5,3.7,Winter Minimum Temperature Change
E07000079,3°C,1.7,2.9,4.3,Winter Minimum Temperature Change
E07000080,3°C,1.6,2.6,3.8,Winter Minimum Temperature Change
E07000081,3°C,1.4,2.3,3.2,Winter Minimum Temperature Change
E07000082,3°C,1.7,2.6,4.0,Winter Minimum Temperature Change
E07000083,3°C,1.6,2.5,3.8,Winter Minimum Temperature Change
E07000084,3°C,1.5,2.8,3.9,Winter Minimum Temperature Change
E07000085,3°C,1.4,2.7,4.1,Winter Minimum Temperature Change
E07000086,3°C,1.1,2.2,3.0,Winter Minimum Temperature Change
E07000087,3°C,1.2,2.1,3.0,Winter Minimum Temperature Change
E07000088,3°C,1.5,2.2,3.1,Winter Minimum Temperature Change
E07000089,3°C,1.3,2.7,3.7,Winter Minimum Temperature Change
E07000090,3°C,1.5,2.3,3.3,Winter Minimum Temperature Change
E07000091,3°C,1.3,2.4,3.3,Winter Minimum Temperature Change
E07000092,3°C,1.6,2.7,3.9,Winter Minimum Temperature Change
E07000093,3°C,0.9,2.6,3.6,Winter Minimum Temperature Change
E07000094,3°C,1.1,2.4,3.5,Winter Minimum Temperature Change
E07000095,3°C,1.4,2.7,3.7,Winter Minimum Temperature Change
E07000096,3°C,1.8,3.0,4.6,Winter Minimum Temperature Change
E07000098,3°C,1.7,2.9,4.1,Winter Minimum Temperature Change
E07000099,3°C,1.8,3.0,4.6,Winter Minimum Temperature Change
E07000102,3°C,1.6,2.7,4.1,Winter Minimum Temperature Change
E07000103,3°C,1.7,2.7,4.0,Winter Minimum Temperature Change
E07000105,3°C,1.9,3.0,4.5,Winter Minimum Temperature Change
E07000106,3°C,2.0,3.0,4.3,Winter Minimum Temperature Change
E07000107,3°C,1.8,2.6,3.6,Winter Minimum Temperature Change
E07000108,3°C,1.8,2.8,4.4,Winter Minimum Temperature Change
E07000109,3°C,2.1,2.7,4.0,Winter Minimum Temperature Change
E07000110,3°C,1.9,2.9,4.5,Winter Minimum Temperature Change
E07000111,3°C,1.9,2.7,4.4,Winter Minimum Temperature Change
E07000112,3°C,1.9,2.8,4.4,Winter Minimum Temperature Change
E07000113,3°C,2.0,2.9,4.1,Winter Minimum Temperature Change
E07000114,3°C,1.9,2.6,3.9,Winter Minimum Temperature Change
E07000115,3°C,1.8,2.7,4.3,Winter Minimum Temperature Change
E07000116,3°C,1.7,2.6,4.1,Winter Minimum Temperature Change
E07000117,3°C,2.4,3.4,5.7,Winter Minimum Temperature Change
E07000118,3°C,1.7,2.5,4.4,Winter Minimum Temperature Change
E07000119,3°C,1.3,2.3,3.9,Winter Minimum Temperature Change
E07000120,3°C,1.8,2.7,5.0,Winter Minimum Temperature Change
E07000121,3°C,1.8,2.5,4.5,Winter Minimum Temperature Change
E07000122,3°C,2.5,3.6,5.8,Winter Minimum Temperature Change
E07000123,3°C,1.7,2.1,4.4,Winter Minimum Temperature Change
E07000124,3°C,2.0,2.9,5.2,Winter Minimum Temperature Change
E07000125,3°C,2.5,3.7,5.6,Winter Minimum Temperature Change
E07000126,3°C,1.5,2.1,4.1,Winter Minimum Temperature Change
E07000127,3°C,1.6,2.0,4.0,Winter Minimum Temperature Change
E07000128,3°C,1.6,2.2,4.2,Winter Minimum Temperature Change
E07000129,3°C,1.6,2.5,4.6,Winter Minimum Temperature Change
E07000130,3°C,1.7,2.8,4.7,Winter Minimum Temperature Change
E07000131,3°C,1.7,3.1,5.0,Winter Minimum Temperature Change
E07000132,3°C,1.6,2.6,4.8,Winter Minimum Temperature Change
E07000133,3°C,1.9,3.0,4.9,Winter Minimum Temperature Change
E07000134,3°C,1.6,2.9,4.8,Winter Minimum Temperature Change
E07000135,3°C,1.5,2.6,4.8,Winter Minimum Temperature Change
E07000136,3°C,1.4,2.7,4.6,Winter Minimum Temperature Change
E07000137,3°C,1.7,2.9,4.9,Winter Minimum Temperature Change
E07000138,3°C,1.5,2.4,4.8,Winter Minimum Temperature Change
E07000139,3°C,1.5,2.5,4.6,Winter Minimum Temperature Change
E07000140,3°C,1.4,2.8,4.2,Winter Minimum Temperature Change
E07000141,3°C,1.8,2.8,4.6,Winter Minimum Temperature Change
E07000142,3°C,1.6,2.6,4.8,Winter Minimum Temperature Change
E07000143,3°C,1.8,2.9,5.1,Winter Minimum Temperature Change
E07000144,3°C,1.6,3.1,4.9,Winter Minimum Temperature Change
E07000145,3°C,1.9,3.0,4.5,Winter Minimum Temperature Change
E07000146,3°C,1.7,2.6,4.7,Winter Minimum Temperature Change
E07000147,3°C,1.8,3.0,4.6,Winter Minimum Temperature Change
E07000148,3°C,1.6,2.6,4.9,Winter Minimum Temperature Change
E07000149,3°C,1.9,2.9,5.0,Winter Minimum Temperature Change
E07000170,3°C,1.7,3.0,5.1,Winter Minimum Temperature Change
E07000171,3°C,1.6,2.5,4.5,Winter Minimum Temperature Change
E07000172,3°C,1.6,2.5,4.5,Winter Minimum Temperature Change
E07000173,3°C,1.7,2.8,4.6,Winter Minimum Temperature Change
E07000174,3°C,1.5,2.9,4.6,Winter Minimum Temperature Change
E07000175,3°C,1.6,2.5,4.4,Winter Minimum Temperature Change
E07000176,3°C,1.6,2.3,4.3,Winter Minimum Temperature Change
E07000177,3°C,1.4,2.7,4.2,Winter Minimum Temperature Change
E07000178,3°C,1.6,2.5,3.4,Winter Minimum Temperature Change
E07000179,3°C,1.4,2.6,4.0,Winter Minimum Temperature Change
E07000180,3°C,1.2,2.4,3.6,Winter Minimum Temperature Change
E07000181,3°C,1.4,2.7,4.2,Winter Minimum Temperature Change
E07000192,3°C,1.8,3.2,5.1,Winter Minimum Temperature Change
E07000193,3°C,1.8,3.0,5.0,Winter Minimum Temperature Change
E07000194,3°C,1.6,2.9,4.8,Winter Minimum Temperature Change
E07000195,3°C,1.9,2.8,5.0,Winter Minimum Temperature Change
E07000196,3°C,1.8,2.6,4.6,Winter Minimum Temperature Change
E07000197,3°C,1.9,2.7,5.1,Winter Minimum Temperature Change
E07000198,3°C,2.3,3.6,5.8,Winter Minimum Temperature Change
E07000199,3°C,1.2,2.4,4.6,Winter Minimum Temperature Change
E07000200,3°C,1.6,2.6,4.4,Winter Minimum Temperature Change
E07000202,3°C,1.8,2.7,4.3,Winter Minimum Temperature Change
E07000203,3°C,1.8,3.1,4.8,Winter Minimum Temperature Change
E07000207,3°C,1.5,2.3,3.5,Winter Minimum Temperature Change
E07000208,3°C,1.7,2.5,3.6,Winter Minimum Temperature Change
E07000209,3°C,1.7,2.5,3.9,Winter Minimum Temperature Change
E07000210,3°C,1.8,2.5,4.1,Winter Minimum Temperature Change
E07000211,3°C,1.9,2.5,4.2,Winter Minimum Temperature Change
E07000212,3°C,1.5,2.5,3.6,Winter Minimum Temperature Change
E07000213,3°C,1.5,2.5,3.5,Winter Minimum Temperature Change
E07000214,3°C,1.4,2.6,3.9,Winter Minimum Temperature Change
E07000215,3°C,1.8,2.6,4.3,Winter Minimum Temperature Change
E07000216,3°C,1.6,2.4,4.0,Winter Minimum Temperature Change
E07000217,3°C,1.4,2.4,3.6,Winter Minimum Temperature Change
E07000218,3°C,1.5,2.6,4.6,Winter Minimum Temperature Change
E07000219,3°C,1.6,2.6,4.6,Winter Minimum Temperature Change
E07000220,3°C,1.6,2.5,4.2,Winter Minimum Temperature Change
E07000221,3°C,1.4,2.6,4.1,Winter Minimum Temperature Change
E07000222,3°C,1.6,2.5,4.1,Winter Minimum Temperature Change
E07000223,3°C,1.8,2.4,3.6,Winter Minimum Temperature Change
E07000224,3°C,1.7,2.4,3.5,Winter Minimum Temperature Change
E07000225,3°C,1.5,2.5,3.5,Winter Minimum Temperature Change
E07000226,3°C,1.8,2.3,3.8,Winter Minimum Temperature Change
E07000227,3°C,1.6,2.2,3.4,Winter Minimum Temperature Change
E07000228,3°C,1.8,2.3,3.7,Winter Minimum Temperature Change
E07000229,3°C,1.8,2.5,3.7,Winter Minimum Temperature Change
E07000234,3°C,1.8,2.5,5.0,Winter Minimum Temperature Change
E07000235,3°C,1.4,2.2,4.3,Winter Minimum Temperature Change
E07000236,3°C,1.6,2.4,4.6,Winter Minimum Temperature Change
E07000237,3°C,0.8,2.0,3.8,Winter Minimum Temperature Change
E07000238,3°C,1.2,2.1,3.8,Winter Minimum Temperature Change
E07000239,3°C,1.3,2.2,4.6,Winter Minimum Temperature Change
E07000240,3°C,1.7,2.8,4.3,Winter Minimum Temperature Change
E07000241,3°C,1.8,2.8,4.2,Winter Minimum Temperature Change
E07000242,3°C,1.6,2.9,4.4,Winter Minimum Temperature Change
E07000243,3°C,1.7,2.8,4.6,Winter Minimum Temperature Change
E07000244,3°C,1.9,3.0,4.5,Winter Minimum Temperature Change
E07000245,3°C,1.6,2.8,4.7,Winter Minimum Temperature Change
E08000001,3°C,1.8,2.7,5.1,Winter Minimum Temperature Change
E08000002,3°C,1.9,2.7,5.2,Winter Minimum Temperature Change
E08000003,3°C,1.3,2.2,4.7,Winter Minimum Temperature Change
E08000004,3°C,2.3,3.7,5.6,Winter Minimum Temperature Change
E08000005,3°C,2.4,3.5,5.4,Winter Minimum Temperature Change
E08000006,3°C,1.4,2.0,4.5,Winter Minimum Temperature Change
E08000007,3°C,1.5,2.4,4.5,Winter Minimum Temperature Change
E08000008,3°C,2.0,3.0,5.4,Winter Minimum Temperature Change
E08000009,3°C,1.3,2.1,4.4,Winter Minimum Temperature Change
E08000010,3°C,1.3,2.0,4.5,Winter Minimum Temperature Change
E08000011,3°C,1.4,2.1,4.2,Winter Minimum Temperature Change
E08000012,3°C,1.3,2.4,4.1,Winter Minimum Temperature Change
E08000013,3°C,1.5,2.3,4.2,Winter Minimum Temperature Change
E08000014,3°C,1.6,2.2,3.9,Winter Minimum Temperature Change
E08000015,3°C,1.9,2.5,4.0,Winter Minimum Temperature Change
E08000016,3°C,1.9,3.1,4.6,Winter Minimum Temperature Change
E08000017,3°C,1.5,2.4,4.2,Winter Minimum Temperature Change
E08000018,3°C,1.7,2.6,4.4,Winter Minimum Temperature Change
E08000019,3°C,2.3,3.7,5.1,Winter Minimum Temperature Change
E08000021,3°C,2.1,3.2,5.4,Winter Minimum Temperature Change
E08000022,3°C,2.0,3.1,5.1,Winter Minimum Temperature Change
E08000023,3°C,1.9,3.0,5.1,Winter Minimum Temperature Change
